image_name,image_format,file_size,size,location,angle,white_percent,object_percentage,is_deviation,blur_value,image_brightness,contrast,blank_percentage,blank_background_color,create_time,proba,label
64187,jpg,64,"(1000, 1000)","(42, 258, 905, 514)",0,"(0.258, 0.228, 0.042, 0.053)",0.465,"(0.016, False)",1339,196.285,274.311,0.552,253,2019/11/8,1,1
643,png,227,"(400, 400)","(47, 45, 296, 310)",0,"(0.113, 0.113, 0.117, 0.142)",0.574,"(0.013, False)",766,198.685,241.788,0.107,254,2019/11/8,1,1
64323,jpg,44,"(620, 557)","(31, 27, 558, 519)",0,"(0.048, 0.02, 0.05, 0.05)",0.839,"(0.014, False)",2158,207.414,437.86,0.552,253,2019/11/8,1,1
64325,jpg,36,"(620, 516)","(0, 0, 571, 502)",0,"(0.0, 0.027, 0.0, 0.079)",0.896,"(0.042, False)",1182,220.141,284.709,0.552,0,2019/11/8,1,1
64326,jpg,90,"(750, 893)","(60, 171, 645, 684)",0,"(0.191, 0.043, 0.08, 0.06)",0.659,"(0.075, True)",2070,195.919,405.572,0.552,253,2019/11/8,1,1
64339,jpg,388,"(1000, 1000)","(51, 311, 852, 479)",0.174,"(0.311, 0.21, 0.051, 0.097)",0.408,"(0.055, True)",1264,199.793,242.603,0.552,254,2019/11/8,1,1
64342,jpg,147,"(1000, 1000)","(119, 274, 759, 691)",0,"(0.274, 0.035, 0.119, 0.122)",0.524,"(0.12, True)",1380,196.39,288.872,0.552,254,2019/11/8,1,1
64343,jpg,126,"(1000, 1000)","(129, 129, 753, 833)",0,"(0.129, 0.038, 0.129, 0.118)",0.627,"(0.046, False)",1473,206.643,277.066,0.552,254,2019/11/8,1,1
645,png,229,"(400, 400)","(36, 64, 338, 301)",2.454,"(0.16, 0.087, 0.09, 0.065)",0.636,"(0.038, False)",560,168.806,214.581,0.107,254,2019/11/8,1,1
647,png,218,"(400, 400)","(72, 46, 262, 328)",0,"(0.115, 0.065, 0.18, 0.165)",0.537,"(0.026, False)",459,200.975,187.47,0.107,254,2019/11/8,1,1
650,png,193,"(400, 400)","(72, 38, 267, 321)",0,"(0.095, 0.102, 0.18, 0.152)",0.536,"(0.014, False)",429,165.415,171.547,0.107,254,2019/11/8,1,1
651,png,259,"(400, 400)","(13, 70, 387, 279)",0,"(0.175, 0.128, 0.033, 0.0)",0.675,"(0.029, False)",172,156.558,70.275,0.107,249,2019/11/8,1,1
65384,jpg,86,"(800, 800)","(149, 84, 506, 643)",1.748,"(0.105, 0.091, 0.186, 0.181)",0.508,"(0.007, False)",1020,202.371,235.763,0.552,254,2019/11/8,1,1
65626,jpg,77,"(500, 500)","(19, 47, 464, 418)",0.968,"(0.094, 0.07, 0.038, 0.034)",0.776,"(0.012, False)",2259,163.667,434.483,0.552,225,2019/11/8,1,1
660,png,204,"(400, 400)","(47, 55, 312, 293)",24.825,"(0.138, 0.13, 0.117, 0.102)",0.571,"(0.008, False)",1005,221.519,239.82,0.107,254,2019/11/8,1,1
66540,jpg,71,"(800, 800)","(148, 129, 528, 608)",2.805,"(0.161, 0.079, 0.185, 0.155)",0.502,"(0.044, False)",754,102.135,149.449,0.552,252,2019/11/8,1,1
67,jpg,49,"(400, 400)","(102, 41, 195, 321)",0,"(0.102, 0.095, 0.255, 0.258)",0.391,"(0.004, False)",1351,180.275,281.466,0.726,254,2019/11/8,1,1
68352,jpg,121,"(800, 800)","(111, 109, 556, 581)",0,"(0.136, 0.138, 0.139, 0.166)",0.505,"(0.014, False)",1232,194.316,269.877,0.552,254,2019/11/8,1,1
691,jpg,86,"(400, 400)","(59, 80, 275, 249)",2.37,"(0.2, 0.177, 0.147, 0.165)",0.428,"(0.014, False)",1275,195.216,272.202,0.107,254,2019/11/8,1,1
69168,JPEG,201,"(400, 400)","(11, 11, 386, 377)",1.453,"(0.028, 0.03, 0.028, 0.007)",0.91,"(0.01, False)",6096,220.207,1085.302,0.552,253,2019/11/8,1,1
69398,JPEG,60,"(400, 400)","(6, 6, 390, 382)",0,"(0.015, 0.03, 0.015, 0.01)",0.931,"(0.008, False)",5020,221.913,940.397,0.142,254,2019/11/8,1,1
69399,JPEG,60,"(400, 400)","(6, 6, 390, 382)",0,"(0.015, 0.03, 0.015, 0.01)",0.931,"(0.008, False)",5020,221.913,940.397,0.142,254,2019/11/8,1,1
69657,JPEG,60,"(400, 400)","(7, 10, 393, 378)",8.222,"(0.025, 0.03, 0.018, 0.0)",0.928,"(0.009, False)",9442,228.019,1319.64,0.802,254,2019/11/8,1,1
69658,JPEG,68,"(400, 400)","(8, 10, 384, 378)",0.788,"(0.025, 0.03, 0.02, 0.02)",0.907,"(0.003, False)",11303,213.337,1519.728,0.802,254,2019/11/8,1,1
73535,JPEG,16,"(400, 400)","(0, 55, 400, 345)",0,"(0.138, 0.0, 0.0, 0.0)",0.863,"(0.069, True)",1018,158.561,244.031,0.549,254,2019/11/8,1,1
74158,jpg,59,"(800, 800)","(242, 74, 321, 656)",0,"(0.092, 0.087, 0.302, 0.296)",0.329,"(0.004, False)",233,195.445,54.356,0.496,254,2019/11/8,1,1
743,png,147,"(400, 400)","(95, 68, 214, 283)",1.79,"(0.17, 0.122, 0.237, 0.228)",0.379,"(0.024, False)",529,182.655,146.807,0.107,254,2019/11/8,1,1
74318,jpg,91,"(800, 800)","(94, 103, 613, 618)",0,"(0.129, 0.099, 0.117, 0.116)",0.592,"(0.015, False)",1213,139.87,255.086,0.397,254,2019/11/8,1,1
74319,jpg,77,"(667, 667)","(92, 76, 483, 532)",0,"(0.114, 0.088, 0.138, 0.138)",0.578,"(0.013, False)",1843,185.952,397.625,0.397,253,2019/11/8,1,1
74321,jpg,96,"(800, 800)","(72, 119, 655, 575)",0,"(0.149, 0.133, 0.09, 0.091)",0.588,"(0.008, False)",1352,208.404,315.683,0.006,253,2019/11/8,1,1
74322,jpg,86,"(667, 667)","(46, 72, 575, 523)",0,"(0.108, 0.108, 0.069, 0.069)",0.676,"(0.0, False)",2245,181.169,436.456,0.001,253,2019/11/8,1,1
74323,jpg,92,"(800, 800)","(68, 149, 667, 565)",0.395,"(0.186, 0.107, 0.085, 0.081)",0.589,"(0.039, False)",988,178.028,242.954,0.463,254,2019/11/8,1,1
74324,jpg,91,"(800, 800)","(64, 153, 666, 503)",0,"(0.191, 0.18, 0.08, 0.087)",0.523,"(0.007, False)",1021,191.042,219.526,0.577,254,2019/11/8,1,1
74325,jpg,85,"(667, 667)","(58, 103, 552, 461)",0,"(0.154, 0.154, 0.087, 0.085)",0.572,"(0.001, False)",2199,156.597,491.141,0.002,253,2019/11/8,1,1
74326,jpg,82,"(800, 800)","(77, 131, 648, 539)",0,"(0.164, 0.163, 0.096, 0.094)",0.546,"(0.001, False)",1030,197.08,263.39,0.542,254,2019/11/8,1,1
74327,jpg,82,"(667, 667)","(54, 101, 555, 467)",0,"(0.151, 0.148, 0.081, 0.087)",0.583,"(0.003, False)",1028,210.799,219.112,0.495,254,2019/11/8,1,1
74328,jpg,93,"(800, 800)","(49, 122, 699, 557)",0,"(0.152, 0.151, 0.061, 0.065)",0.608,"(0.002, False)",1101,214.863,242.187,0.542,254,2019/11/8,1,1
74329,jpg,80,"(667, 667)","(80, 63, 512, 547)",0,"(0.094, 0.085, 0.12, 0.112)",0.63,"(0.006, False)",1851,192.16,380.748,0.002,253,2019/11/8,1,1
74330,jpg,75,"(667, 667)","(107, 65, 485, 540)",0,"(0.097, 0.093, 0.16, 0.112)",0.589,"(0.024, False)",1273,208.634,262.822,0.011,253,2019/11/8,1,1
74331,jpg,63,"(800, 800)","(55, 124, 690, 550)",0,"(0.155, 0.158, 0.069, 0.069)",0.593,"(0.001, False)",1633,216.473,368.69,0.002,252,2019/11/8,1,1
74332,jpg,93,"(667, 667)","(56, 66, 559, 534)",0,"(0.099, 0.1, 0.084, 0.078)",0.671,"(0.003, False)",1283,187.96,282.205,0.461,254,2019/11/8,1,1
74333,jpg,81,"(800, 800)","(136, 86, 525, 644)",7.813,"(0.107, 0.087, 0.17, 0.174)",0.528,"(0.01, False)",443,229.075,108.542,0.543,254,2019/11/8,1,1
74334,jpg,92,"(800, 800)","(56, 180, 689, 441)",2.003,"(0.225, 0.224, 0.07, 0.069)",0.475,"(0.001, False)",850,188.954,181.106,0.591,254,2019/11/8,1,1
74336,jpg,95,"(800, 800)","(57, 111, 679, 577)",7.222,"(0.139, 0.14, 0.071, 0.08)",0.612,"(0.004, False)",829,220.757,206.897,0.53,254,2019/11/8,1,1
74338,jpg,86,"(800, 800)","(60, 175, 678, 449)",1.585,"(0.219, 0.22, 0.075, 0.077)",0.476,"(0.001, False)",555,221.691,120.439,0.656,254,2019/11/8,1,1
74340,jpg,93,"(667, 667)","(56, 66, 559, 534)",0,"(0.099, 0.1, 0.084, 0.078)",0.671,"(0.003, False)",1283,187.96,282.205,0.461,254,2019/11/8,1,1
74341,jpg,92,"(667, 667)","(59, 108, 550, 450)",0,"(0.162, 0.163, 0.088, 0.087)",0.556,"(0.001, False)",1646,206.011,319.226,0.504,254,2019/11/8,1,1
74343,jpg,94,"(667, 667)","(64, 117, 537, 448)",1.71,"(0.175, 0.153, 0.096, 0.099)",0.541,"(0.011, False)",2462,164.037,494.874,0.518,254,2019/11/8,1,1
74344,jpg,96,"(800, 800)","(91, 96, 618, 608)",0,"(0.12, 0.12, 0.114, 0.114)",0.587,"(0.0, False)",1301,203.924,284.459,0.614,254,2019/11/8,1,1
74346,jpg,86,"(800, 800)","(65, 128, 669, 562)",0,"(0.16, 0.138, 0.081, 0.083)",0.587,"(0.011, False)",807,214.686,209.728,0.614,254,2019/11/8,1,1
74347,jpg,87,"(800, 800)","(59, 123, 681, 572)",0,"(0.154, 0.131, 0.074, 0.075)",0.609,"(0.011, False)",823,214.847,214.762,0.614,254,2019/11/8,1,1
74350,jpg,84,"(800, 800)","(94, 138, 643, 555)",0,"(0.172, 0.134, 0.117, 0.079)",0.558,"(0.027, False)",736,215.457,182.65,0.614,254,2019/11/8,1,1
74351,jpg,88,"(800, 800)","(78, 120, 645, 561)",0.14,"(0.15, 0.149, 0.098, 0.096)",0.565,"(0.001, False)",1151,213.233,244.93,0.614,254,2019/11/8,1,1
74352,jpg,87,"(800, 800)","(56, 102, 689, 597)",0.22,"(0.128, 0.126, 0.07, 0.069)",0.643,"(0.001, False)",1342,188.496,298.668,0.614,253,2019/11/8,1,1
74353,jpg,88,"(800, 800)","(108, 125, 586, 587)",10.327,"(0.156, 0.11, 0.135, 0.133)",0.537,"(0.023, False)",1004,220.645,209.404,0.614,254,2019/11/8,1,1
74355,jpg,84,"(800, 800)","(112, 96, 577, 620)",0,"(0.12, 0.105, 0.14, 0.139)",0.559,"(0.008, False)",902,213.385,217.529,0.614,254,2019/11/8,1,1
74373,jpg,84,"(800, 800)","(109, 99, 583, 614)",0,"(0.124, 0.109, 0.136, 0.135)",0.559,"(0.008, False)",1095,192.16,266.136,0.614,254,2019/11/8,1,1
74374,jpg,92,"(800, 800)","(110, 99, 581, 633)",6.865,"(0.124, 0.085, 0.138, 0.136)",0.575,"(0.019, False)",371,217.838,124.785,0.614,254,2019/11/8,1,1
74375,jpg,79,"(667, 667)","(120, 93, 427, 487)",5.628,"(0.139, 0.13, 0.18, 0.18)",0.467,"(0.004, False)",1168,188.028,268.219,0.614,254,2019/11/8,1,1
74376,jpg,93,"(800, 800)","(55, 165, 687, 471)",0,"(0.206, 0.205, 0.069, 0.072)",0.506,"(0.002, False)",758,215.563,162.187,0.614,254,2019/11/8,1,1
74377,jpg,87,"(667, 667)","(118, 93, 432, 482)",1.243,"(0.139, 0.138, 0.177, 0.175)",0.468,"(0.001, False)",2912,217.352,519.494,0.614,254,2019/11/8,1,1
74378,jpg,93,"(800, 800)","(189, 110, 422, 618)",0,"(0.138, 0.09, 0.236, 0.236)",0.407,"(0.024, False)",1371,202.924,286.453,0.614,254,2019/11/8,1,1
74379,jpg,97,"(800, 800)","(64, 186, 671, 454)",0,"(0.233, 0.2, 0.08, 0.081)",0.476,"(0.016, False)",1501,213.583,287.988,0.614,254,2019/11/8,1,1
744,png,180,"(400, 400)","(79, 55, 245, 305)",0,"(0.138, 0.1, 0.198, 0.19)",0.467,"(0.019, False)",509,164.081,155.408,0.107,254,2019/11/8,1,1
74400,jpg,87,"(800, 800)","(50, 194, 700, 432)",4.004,"(0.242, 0.217, 0.062, 0.062)",0.472,"(0.013, False)",201,209.358,79.187,0.663,254,2019/11/8,1,1
74402,jpg,86,"(667, 667)","(55, 85, 557, 497)",0,"(0.127, 0.127, 0.082, 0.082)",0.622,"(0.0, False)",1837,221.559,375.985,0.514,254,2019/11/8,1,1
74407,jpg,70,"(667, 667)","(96, 60, 476, 547)",1.299,"(0.09, 0.09, 0.144, 0.142)",0.585,"(0.001, False)",797,225.828,189.835,0.554,254,2019/11/8,1,1
74408,jpg,70,"(667, 667)","(46, 88, 575, 490)",0,"(0.132, 0.133, 0.069, 0.069)",0.633,"(0.001, False)",1935,170.119,420.714,0.487,254,2019/11/8,1,1
74411,jpg,77,"(667, 667)","(96, 88, 467, 533)",0.603,"(0.132, 0.069, 0.144, 0.156)",0.559,"(0.032, False)",1105,202.532,238.869,0.53,254,2019/11/8,1,1
74412,jpg,60,"(667, 667)","(107, 74, 463, 516)",1.369,"(0.111, 0.115, 0.16, 0.145)",0.537,"(0.008, False)",752,225.775,171.419,0.602,254,2019/11/8,1,1
74414,jpg,79,"(667, 667)","(69, 79, 530, 513)",0,"(0.118, 0.112, 0.103, 0.102)",0.611,"(0.003, False)",1065,147.333,257.768,0.482,254,2019/11/8,1,1
74415,jpg,73,"(667, 667)","(53, 122, 561, 424)",0,"(0.183, 0.181, 0.079, 0.079)",0.535,"(0.001, False)",1429,213.687,319.648,0.001,253,2019/11/8,1,1
74417,jpg,77,"(667, 667)","(87, 66, 524, 535)",0,"(0.099, 0.099, 0.13, 0.084)",0.63,"(0.023, False)",1058,198.554,233.289,0.416,254,2019/11/8,1,1
74419,jpg,73,"(667, 667)","(44, 131, 580, 406)",0,"(0.196, 0.195, 0.066, 0.064)",0.529,"(0.001, False)",823,215.154,180.492,0.555,254,2019/11/8,1,1
74421,jpg,83,"(800, 800)","(135, 82, 522, 644)",0.225,"(0.102, 0.092, 0.169, 0.179)",0.525,"(0.007, False)",463,222.858,132.529,0.634,254,2019/11/8,1,1
74422,jpg,73,"(667, 667)","(113, 55, 434, 558)",7.765,"(0.082, 0.081, 0.169, 0.18)",0.544,"(0.005, False)",1011,223.081,228.222,0.543,254,2019/11/8,1,1
74425,jpg,90,"(800, 800)","(62, 128, 676, 544)",0,"(0.16, 0.16, 0.077, 0.077)",0.575,"(0.0, False)",727,219.141,196.881,0.536,254,2019/11/8,1,1
74437,jpg,92,"(800, 800)","(129, 79, 583, 642)",0,"(0.099, 0.099, 0.161, 0.11)",0.585,"(0.026, False)",1550,142.735,327.07,0.613,254,2019/11/8,1,1
74438,jpg,82,"(800, 800)","(121, 86, 559, 628)",0,"(0.107, 0.107, 0.151, 0.15)",0.549,"(0.001, False)",518,217.95,119.905,0.613,254,2019/11/8,1,1
74440,jpg,84,"(800, 800)","(128, 144, 542, 570)",7.423,"(0.18, 0.107, 0.16, 0.163)",0.483,"(0.036, False)",640,206.708,170.614,0.613,254,2019/11/8,1,1
74442,jpg,61,"(667, 667)","(122, 59, 442, 541)",0.353,"(0.088, 0.1, 0.183, 0.154)",0.537,"(0.015, False)",788,221.512,171.145,0.613,254,2019/11/8,1,1
74446,jpg,91,"(800, 800)","(113, 86, 539, 657)",0.294,"(0.107, 0.071, 0.141, 0.185)",0.553,"(0.028, False)",795,220.242,176.546,0.613,254,2019/11/8,1,1
74448,jpg,65,"(667, 667)","(111, 59, 452, 549)",0.432,"(0.088, 0.088, 0.166, 0.156)",0.558,"(0.005, False)",786,234.597,170.589,0.613,254,2019/11/8,1,1
74450,jpg,64,"(667, 667)","(89, 77, 489, 513)",1.172,"(0.115, 0.115, 0.133, 0.133)",0.564,"(0.0, False)",726,215.379,165.491,0.613,254,2019/11/8,1,1
74451,jpg,94,"(800, 800)","(83, 74, 623, 643)",0,"(0.092, 0.104, 0.104, 0.117)",0.626,"(0.009, False)",1510,141.136,334.767,0.613,254,2019/11/8,1,1
74456,jpg,87,"(800, 800)","(131, 90, 555, 633)",0.155,"(0.113, 0.096, 0.164, 0.142)",0.549,"(0.013, False)",1203,196.976,277.013,0.613,254,2019/11/8,1,1
74457,jpg,87,"(800, 800)","(130, 70, 557, 661)",0,"(0.087, 0.086, 0.163, 0.141)",0.575,"(0.011, False)",829,226.534,202.672,0.613,254,2019/11/8,1,1
74458,jpg,92,"(800, 800)","(46, 109, 705, 583)",0,"(0.136, 0.135, 0.058, 0.061)",0.642,"(0.002, False)",1049,165.483,242.042,0.613,254,2019/11/8,1,1
74459,jpg,94,"(800, 800)","(48, 149, 698, 510)",0,"(0.186, 0.176, 0.06, 0.068)",0.556,"(0.006, False)",991,185.858,222.084,0.613,254,2019/11/8,1,1
74495,jpg,28,"(750, 750)","(214, 107, 317, 598)",0,"(0.143, 0.06, 0.285, 0.292)",0.337,"(0.041, False)",339,121.093,92.976,0.697,254,2019/11/8,1,1
745,png,195,"(400, 400)","(74, 41, 259, 316)",0.69,"(0.102, 0.107, 0.185, 0.168)",0.512,"(0.009, False)",544,121.528,190.226,0.107,254,2019/11/8,1,1
746,jpg,84,"(800, 800)","(79, 71, 654, 688)",0.418,"(0.089, 0.051, 0.099, 0.084)",0.703,"(0.02, False)",4813,145.454,779.269,0.107,254,2019/11/8,1,1
747,png,191,"(400, 400)","(82, 49, 257, 315)",0.196,"(0.122, 0.09, 0.205, 0.152)",0.506,"(0.031, False)",348,148.056,134.133,0.107,254,2019/11/8,1,1
74709,png,645,"(635, 750)","(24, 14, 603, 706)",0,"(0.019, 0.04, 0.038, 0.013)",0.894,"(0.017, False)",2280,198.514,362.787,0.754,254,2019/11/8,1,1
748,png,169,"(400, 400)","(77, 36, 228, 332)",4.648,"(0.09, 0.08, 0.193, 0.237)",0.473,"(0.023, False)",278,209.296,118.032,0.107,254,2019/11/8,1,1
74923,JPEG,147,"(400, 400)","(76, 34, 269, 343)",3.434,"(0.085, 0.058, 0.19, 0.138)",0.577,"(0.03, False)",3293,149.714,514.043,0.754,253,2019/11/8,1,1
74924,JPEG,141,"(400, 400)","(68, 43, 265, 340)",0.224,"(0.107, 0.043, 0.17, 0.168)",0.563,"(0.033, False)",4185,148.584,614.574,0.754,254,2019/11/8,1,1
75151,jpg,26,"(400, 400)","(82, 40, 238, 314)",0,"(0.1, 0.115, 0.205, 0.2)",0.467,"(0.008, False)",7091,191.116,939.787,0.754,254,2019/11/8,1,1
75323,jpg,90,"(800, 800)","(112, 93, 571, 614)",0,"(0.116, 0.116, 0.14, 0.146)",0.548,"(0.003, False)",855,221.68,225.468,0.646,254,2019/11/8,1,1
75325,jpg,87,"(800, 800)","(93, 94, 616, 613)",0,"(0.117, 0.116, 0.116, 0.114)",0.59,"(0.001, False)",1054,206.335,237.28,0.518,254,2019/11/8,1,1
75326,jpg,96,"(800, 800)","(87, 122, 616, 589)",11.247,"(0.152, 0.111, 0.109, 0.121)",0.567,"(0.022, False)",1180,228.539,223.499,0.662,254,2019/11/8,1,1
75329,jpg,94,"(800, 800)","(135, 104, 530, 592)",0,"(0.13, 0.13, 0.169, 0.169)",0.49,"(0.0, False)",676,179.587,155.275,0.607,254,2019/11/8,1,1
75334,jpg,315,"(800, 800)","(92, 112, 618, 577)",0,"(0.14, 0.139, 0.115, 0.113)",0.557,"(0.001, False)",1139,192.486,280.445,0.506,254,2019/11/8,1,1
75338,jpg,82,"(667, 667)","(54, 101, 555, 467)",0,"(0.151, 0.148, 0.081, 0.087)",0.583,"(0.003, False)",1028,210.799,219.112,0.495,254,2019/11/8,1,1
75373,jpg,98,"(800, 800)","(120, 126, 561, 580)",0,"(0.158, 0.117, 0.15, 0.149)",0.508,"(0.02, False)",1794,226.407,307.752,0.638,254,2019/11/8,1,1
75374,jpg,80,"(800, 800)","(94, 95, 613, 653)",0,"(0.119, 0.065, 0.117, 0.116)",0.625,"(0.027, False)",1652,223.907,314.012,0.568,254,2019/11/8,1,1
75375,jpg,79,"(800, 800)","(94, 87, 613, 627)",0,"(0.109, 0.107, 0.117, 0.116)",0.601,"(0.001, False)",1691,173.671,350.345,0.428,254,2019/11/8,1,1
75376,jpg,95,"(800, 800)","(121, 100, 560, 601)",0.203,"(0.125, 0.124, 0.151, 0.149)",0.526,"(0.001, False)",677,215.142,161.881,0.588,254,2019/11/8,1,1
75377,jpg,94,"(800, 800)","(107, 78, 586, 646)",0,"(0.098, 0.095, 0.134, 0.134)",0.591,"(0.001, False)",1092,218.181,231.82,0.528,254,2019/11/8,1,1
756,jpg,79,"(430, 430)","(78, 41, 292, 343)",0,"(0.095, 0.107, 0.181, 0.14)",0.542,"(0.022, False)",1795,200.549,356.52,0.107,254,2019/11/8,1,1
757,jpg,88,"(800, 800)","(69, 43, 664, 648)",0.484,"(0.054, 0.136, 0.086, 0.084)",0.672,"(0.041, False)",549,108.221,193.63,0.107,253,2019/11/8,1,1
75761,jpg,64,"(800, 800)","(120, 62, 616, 675)",1.273,"(0.077, 0.079, 0.15, 0.08)",0.65,"(0.035, False)",448,218.174,124.313,0.488,253,2019/11/8,1,1
758,jpg,78,"(800, 800)","(68, 233, 688, 543)",0.292,"(0.291, 0.03, 0.085, 0.055)",0.584,"(0.131, True)",1599,107.856,318.605,0.107,254,2019/11/8,1,1
76,jpg,378,"(800, 800)","(162, 168, 460, 600)",0.1,"(0.21, 0.04, 0.203, 0.223)",0.431,"(0.086, True)",800,149.079,199.919,0.726,254,2019/11/8,1,1
76058,jpg,74,"(800, 800)","(147, 89, 570, 675)",0.115,"(0.111, 0.045, 0.184, 0.104)",0.601,"(0.052, True)",1040,217.331,220.58,0.5,254,2019/11/8,1,1
76059,jpg,57,"(800, 800)","(295, 53, 211, 720)",0,"(0.066, 0.034, 0.369, 0.367)",0.237,"(0.016, False)",708,231.267,129.138,0.83,254,2019/11/8,1,1
76061,jpg,80,"(800, 800)","(136, 75, 590, 697)",0,"(0.094, 0.035, 0.17, 0.092)",0.643,"(0.049, False)",2175,213.723,353.018,0.467,254,2019/11/8,1,1
76062,jpg,79,"(800, 800)","(118, 172, 596, 577)",0.57,"(0.215, 0.064, 0.147, 0.107)",0.537,"(0.078, True)",1721,213.813,298.867,0.515,254,2019/11/8,1,1
76063,jpg,94,"(800, 800)","(141, 96, 552, 642)",0,"(0.12, 0.077, 0.176, 0.134)",0.554,"(0.03, False)",2989,194.163,492.475,0.538,254,2019/11/8,1,1
76064,jpg,85,"(800, 800)","(114, 77, 592, 695)",0,"(0.096, 0.035, 0.142, 0.117)",0.643,"(0.033, False)",2557,207.341,447.245,0.452,253,2019/11/8,1,1
76065,jpg,97,"(800, 800)","(42, 151, 710, 601)",0.227,"(0.189, 0.06, 0.052, 0.06)",0.667,"(0.064, True)",3724,215.054,570.56,0.51,253,2019/11/8,1,1
76066,jpg,94,"(800, 800)","(48, 135, 711, 587)",0,"(0.169, 0.098, 0.06, 0.051)",0.652,"(0.036, False)",1619,206.735,322.421,0.509,254,2019/11/8,1,1
76067,jpg,62,"(800, 800)","(48, 135, 711, 587)",0,"(0.169, 0.098, 0.06, 0.051)",0.652,"(0.036, False)",1434,205.357,300.909,0.003,253,2019/11/8,1,1
76068,jpg,52,"(800, 800)","(48, 135, 711, 587)",0,"(0.169, 0.098, 0.06, 0.051)",0.652,"(0.036, False)",1346,206.206,290.438,0.509,254,2019/11/8,1,1
76069,jpg,78,"(800, 800)","(140, 99, 559, 623)",3.527,"(0.124, 0.098, 0.175, 0.126)",0.544,"(0.028, False)",2085,204.785,337.487,0.728,254,2019/11/8,1,1
76070,jpg,79,"(800, 800)","(76, 61, 647, 691)",0.177,"(0.076, 0.06, 0.095, 0.096)",0.699,"(0.008, False)",670,198.662,167.012,0.435,254,2019/11/8,1,1
76072,jpg,68,"(800, 800)","(123, 59, 564, 701)",0,"(0.074, 0.05, 0.154, 0.141)",0.618,"(0.013, False)",1074,221.743,246.994,0.544,254,2019/11/8,1,1
76074,jpg,70,"(800, 800)","(118, 69, 603, 686)",0,"(0.086, 0.056, 0.147, 0.099)",0.646,"(0.029, False)",1224,221.086,226.015,0.436,253,2019/11/8,1,1
76075,jpg,90,"(800, 800)","(72, 98, 661, 671)",3.71,"(0.122, 0.039, 0.09, 0.084)",0.693,"(0.042, False)",2192,223.294,354.317,0.474,254,2019/11/8,1,1
76076,jpg,91,"(800, 800)","(123, 79, 577, 691)",0,"(0.099, 0.037, 0.154, 0.125)",0.623,"(0.034, False)",1473,223.853,259.84,0.554,254,2019/11/8,1,1
76077,jpg,77,"(800, 800)","(93, 190, 673, 522)",0,"(0.237, 0.11, 0.116, 0.043)",0.549,"(0.074, True)",1414,218.648,264.02,0.508,254,2019/11/8,1,1
76078,jpg,86,"(800, 800)","(76, 66, 634, 687)",0,"(0.083, 0.059, 0.095, 0.113)",0.681,"(0.015, False)",2800,215.993,439.775,0.508,254,2019/11/8,1,1
76079,jpg,58,"(800, 800)","(44, 199, 720, 442)",0,"(0.249, 0.199, 0.055, 0.045)",0.497,"(0.025, False)",1500,226.419,308.346,0.508,254,2019/11/8,1,1
76080,jpg,89,"(800, 800)","(89, 72, 622, 658)",0.144,"(0.09, 0.087, 0.111, 0.111)",0.639,"(0.001, False)",3026,179.051,631.438,0.488,254,2019/11/8,1,1
76081,jpg,81,"(800, 800)","(86, 80, 639, 665)",0.289,"(0.1, 0.069, 0.107, 0.094)",0.664,"(0.017, False)",1648,225.455,325.562,0.533,254,2019/11/8,1,1
76084,jpg,69,"(800, 800)","(85, 82, 641, 655)",0.297,"(0.102, 0.079, 0.106, 0.092)",0.656,"(0.014, False)",360,200.848,116.382,0.496,254,2019/11/8,1,1
76086,jpg,85,"(800, 800)","(101, 88, 612, 675)",0.243,"(0.11, 0.046, 0.126, 0.109)",0.645,"(0.033, False)",2458,199.153,456.664,0.498,254,2019/11/8,1,1
76087,jpg,76,"(800, 800)","(69, 106, 660, 670)",0,"(0.133, 0.03, 0.086, 0.089)",0.691,"(0.051, True)",1157,194.667,245.203,0.442,254,2019/11/8,1,1
76088,jpg,57,"(800, 800)","(87, 73, 640, 674)",1.909,"(0.091, 0.066, 0.109, 0.091)",0.674,"(0.015, False)",798,229.066,152.464,0.497,254,2019/11/8,1,1
76093,jpg,75,"(800, 800)","(113, 117, 624, 642)",0,"(0.146, 0.051, 0.141, 0.079)",0.626,"(0.057, True)",1741,205.673,299.278,0.472,252,2019/11/8,1,1
76099,jpg,69,"(800, 800)","(159, 61, 528, 672)",0,"(0.076, 0.084, 0.199, 0.141)",0.554,"(0.029, False)",428,208.196,138.964,0.504,253,2019/11/8,1,1
76100,jpg,78,"(800, 800)","(80, 82, 641, 682)",0,"(0.102, 0.045, 0.1, 0.099)",0.683,"(0.029, False)",2242,201.362,406.168,0.463,254,2019/11/8,1,1
76101,jpg,55,"(800, 800)","(161, 64, 522, 668)",0,"(0.08, 0.085, 0.201, 0.146)",0.545,"(0.028, False)",2214,208.083,388.005,0.498,254,2019/11/8,1,1
76102,jpg,67,"(800, 800)","(167, 53, 495, 662)",0,"(0.066, 0.106, 0.209, 0.172)",0.512,"(0.027, False)",487,180.309,155.454,0.507,254,2019/11/8,1,1
76103,jpg,39,"(800, 800)","(167, 53, 494, 662)",0,"(0.066, 0.106, 0.209, 0.174)",0.511,"(0.027, False)",452,180.052,148.945,0.515,254,2019/11/8,1,1
76104,jpg,94,"(800, 800)","(78, 146, 650, 587)",0.377,"(0.182, 0.084, 0.098, 0.09)",0.596,"(0.05, True)",1990,214.742,425.696,0.423,252,2019/11/8,1,1
